mrp;price;product_category;rating;review_count;Silk;Cotton;Modal;Nylon;Rayon;Spandex;Elastane;polyester;Viscose;Polyurethane
68;68;Collections;0;0;0;0;0;75;25;0;0;0;0;0
68;68;Collections;0;0;0;0;0;75;25;0;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
15;15;Collections;0;0;0;0;0;0;0;0;0;100;0;0
78;78;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
52;52;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
52;52;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Collections;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Collections;0;0;0;0;0;100;0;0;0;0;0;0
67;67;Lingerie;0;0;0;0;0;89;0;11;0;0;0;0
72;72;Collections;0;0;0;0;0;89;0;11;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Lingerie;0;0;0;0;0;0;0;0;0;100;0;0
79;79;Collections;0;0;0;0;0;100;0;0;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
24;24;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;0;0;0;0;100;0;0
34;34;Panties;0;0;0;0;0;0;0;0;0;100;0;0
34;34;Panties;0;0;0;0;0;0;0;0;0;100;0;0
34;34;Collections;0;0;0;0;0;72;0;28;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
48;48;Bras-and-tops;0;0;0;96;0;0;0;4;0;0;0;0
48;48;Bras-and-tops;0;0;0;96;0;0;0;4;0;0;0;0
70;70;Collections;0;0;0;0;0;100;0;0;0;0;0;0
44;44;Collections;0;0;0;0;0;100;0;0;0;0;0;0
29;29;Collections;0;0;0;0;0;100;0;0;0;0;0;0
29;29;Collections;0;0;0;0;0;100;0;0;0;0;0;0
29;29;Collections;0;0;0;0;0;100;0;0;0;0;0;0
36;36;Collections;0;0;0;0;0;89;0;11;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
128;128;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
128;128;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
35;35;Collections;0;0;0;0;0;100;0;0;0;0;0;0
83;83;Collections;0;0;0;0;0;95;0;5;0;0;0;0
96;96;Collections;0;0;0;0;0;100;0;0;0;0;0;0
79;79;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
60;60;Collections;0;0;0;0;0;100;0;0;0;0;0;0
15;15;Thongs;0;0;0;0;0;0;0;0;0;100;0;0
30;30;Collections;0;0;0;0;0;72;0;28;0;0;0;0
39;39;Collections;0;0;0;0;0;100;0;0;0;0;0;0
83;83;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
79;79;Collections;0;0;0;0;0;100;0;0;0;0;0;0
47;31.99;Panties;0;0;0;0;0;79;0;21;0;0;0;0
36;36;Panties;0;0;0;0;0;100;0;0;0;0;0;0
39;39;Panties;0;0;0;0;0;100;0;0;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
35;35;Thongs;0;0;0;0;0;79;0;21;0;0;0;0
35;35;Thongs;0;0;0;0;0;79;0;21;0;0;0;0
108;108;Collections;0;0;0;0;0;89;0;11;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Collections;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Collections;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Collections;0;0;0;0;0;100;0;0;0;0;0;0
40;40;Collections;0;0;0;0;0;100;0;0;0;0;0;0
40;40;Collections;0;0;0;0;0;100;0;0;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
52;52;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
54;54;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
25;25;Collections;0;0;0;0;0;100;0;0;0;0;0;0
41;41;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;100;0;0;0;0;0;0
24;24;Collections;0;0;0;0;0;100;0;0;0;0;0;0
38;38;Panties;0;0;0;0;0;75;25;0;0;0;0;0
32;32;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
25;25;Collections;0;0;0;0;0;100;0;0;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
49;49;Collections;0;0;0;0;0;75;25;0;0;0;0;0
75;75;Collections;0;0;0;0;0;0;90;10;0;0;0;0
158;158;Collections;0;0;0;100;0;0;0;0;0;0;0;0
30;30;Collections;0;0;0;0;0;100;0;0;0;0;0;0
186;186;Lingerie;0;0;0;0;0;82;0;18;0;0;0;0
186;186;Lingerie;0;0;0;0;0;82;0;18;0;0;0;0
28;28;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
15;15;Bras-and-tops;0;0;0;0;0;0;0;0;0;100;0;0
60;60;Collections;0;0;0;0;0;100;0;0;0;0;0;0
14;14;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
615;615;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
106;106;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
106;106;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
90;90;Collections;0;0;0;0;0;100;0;0;0;0;0;0
90;90;Collections;0;0;0;0;0;100;0;0;0;0;0;0
90;90;Collections;0;0;0;0;0;100;0;0;0;0;0;0
90;90;Collections;0;0;0;0;0;100;0;0;0;0;0;0
90;90;Collections;0;0;0;0;0;100;0;0;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
48;48;Panties;0;0;0;0;0;75;25;0;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
22;22;Thongs;0;0;0;0;0;0;95;5;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
94;94;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
94;94;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
